50, 1, 590, 0
50, 2, 1215, 0
50, 3, 1429, 0
50, 4, 886, 0
50, 5, 1552, 0
50, 6, 605, 0
50, 7, 574, 0
50, 8, 673, 0
50, 9, 531, 0
50, 10, 542, 0
