51, 1, 642, 0
51, 2, 1388, 0
51, 3, 1068, 0
51, 4, 529, 0
51, 5, 534, 0
51, 6, 1220, 0
51, 7, 512, 0
51, 8, 602, 0
51, 9, 588, 0
51, 10, 554, 0
101, 1, 226, 0
101, 2, 481, 0
101, 3, 776, 0
101, 4, 587, 0
101, 5, 730, 0
101, 6, 531, 0
101, 7, 526, 0
101, 8, 485, 0
101, 9, 623, 0
101, 10, 751, 0
151, 1, 291, 0
151, 2, 641, 0
151, 3, 770, 0
151, 4, 693, 0
151, 5, 685, 0
151, 6, 529, 0
151, 7, 472, 0
151, 8, 517, 0
151, 9, 516, 0
151, 10, 505, 0
201, 1, 262, 0
201, 2, 476, 0
201, 3, 513, 0
201, 4, 530, 0
201, 5, 495, 0
201, 6, 493, 0
201, 7, 515, 0
201, 8, 538, 0
201, 9, 633, 0
201, 10, 522, 0
251, 1, 232, 0
251, 2, 664, 0
251, 3, 517, 0
251, 4, 522, 0
251, 5, 567, 0
251, 6, 512, 0
251, 7, 502, 0
251, 8, 528, 0
251, 9, 557, 0
251, 10, 540, 0
301, 1, 253, 0
301, 2, 484, 0
301, 3, 725, 0
301, 4, 502, 0
301, 5, 509, 0
301, 6, 539, 0
301, 7, 594, 0
301, 8, 545, 0
301, 9, 670, 0
301, 10, 539, 0
351, 1, 939, 0
351, 2, 580, 0
351, 3, 509, 0
351, 4, 499, 0
351, 5, 537, 0
351, 6, 543, 0
351, 7, 559, 0
351, 8, 649, 0
351, 9, 514, 0
351, 10, 473, 0
401, 1, 224, 0
401, 2, 497, 0
401, 3, 498, 0
401, 4, 561, 0
401, 5, 519, 0
401, 6, 462, 0
401, 7, 564, 0
401, 8, 539, 0
401, 9, 471, 0
401, 10, 643, 0
451, 1, 215, 0
451, 2, 457, 0
451, 3, 661, 0
451, 4, 519, 0
451, 5, 496, 0
451, 6, 649, 0
451, 7, 506, 0
451, 8, 517, 0
451, 9, 525, 0
451, 10, 513, 0
501, 1, 237, 0
501, 2, 615, 0
501, 3, 489, 0
501, 4, 459, 0
501, 5, 501, 0
501, 6, 1558, 0
501, 7, 675, 0
501, 8, 825, 0
501, 9, 864, 0
501, 10, 666, 0
551, 1, 238, 0
551, 2, 451, 0
551, 3, 772, 0
551, 4, 680, 0
551, 5, 486, 0
551, 6, 520, 0
551, 7, 753, 0
551, 8, 750, 0
551, 9, 571, 0
551, 10, 603, 0
601, 1, 231, 0
601, 2, 464, 0
601, 3, 605, 0
601, 4, 540, 0
601, 5, 481, 0
601, 6, 1817, 0
601, 7, 590, 0
601, 8, 495, 0
601, 9, 464, 0
601, 10, 468, 0
651, 1, 264, 0
651, 2, 559, 0
651, 3, 622, 0
651, 4, 558, 0
651, 5, 17939, 0
651, 6, 492, 0
651, 7, 638, 0
651, 8, 532, 0
651, 9, 552, 0
651, 10, 587, 0
701, 1, 1255, 0
701, 2, 708, 0
701, 3, 495, 0
701, 4, 486, 0
701, 5, 508, 0
701, 6, 799, 0
701, 7, 781, 0
701, 8, 647, 0
701, 9, 842, 0
701, 10, 448, 0
751, 1, 223, 0
751, 2, 434, 0
751, 3, 515, 0
751, 4, 492, 0
751, 5, 448, 0
751, 6, 436, 0
751, 7, 603, 0
751, 8, 573, 0
751, 9, 449, 0
751, 10, 424, 0
801, 1, 217, 0
801, 2, 435, 0
801, 3, 411, 0
801, 4, 432, 0
801, 5, 565, 0
801, 6, 428, 0
801, 7, 484, 0
801, 8, 508, 0
801, 9, 521, 0
801, 10, 487, 0
851, 1, 236, 0
851, 2, 506, 0
851, 3, 511, 0
851, 4, 447, 0
851, 5, 477, 0
851, 6, 444, 0
851, 7, 533, 0
851, 8, 491, 0
851, 9, 467, 0
851, 10, 423, 0
901, 1, 233, 0
901, 2, 465, 0
901, 3, 431, 0
901, 4, 443, 0
901, 5, 574, 0
901, 6, 428, 0
901, 7, 430, 0
901, 8, 415, 0
901, 9, 592, 0
901, 10, 458, 0
951, 1, 203, 0
951, 2, 422, 0
951, 3, 649, 0
951, 4, 470, 0
951, 5, 427, 0
951, 6, 522, 0
951, 7, 741, 0
951, 8, 437, 0
951, 9, 427, 0
951, 10, 449, 0
1001, 1, 205, 0
1001, 2, 481, 0
1001, 3, 453, 0
1001, 4, 469, 0
1001, 5, 513, 0
1001, 6, 418, 0
1001, 7, 495, 0
1001, 8, 455, 0
1001, 9, 474, 0
1001, 10, 473, 0
1051, 1, 239, 0
1051, 2, 434, 0
1051, 3, 615, 0
1051, 4, 475, 0
1051, 5, 460, 0
1051, 6, 588, 0
1051, 7, 567, 0
1051, 8, 478, 0
1051, 9, 419, 0
1051, 10, 456, 0
1101, 1, 236, 0
1101, 2, 499, 0
1101, 3, 477, 0
1101, 4, 484, 0
1101, 5, 437, 0
1101, 6, 602, 0
1101, 7, 485, 0
1101, 8, 446, 0
1101, 9, 441, 0
1101, 10, 547, 0
1151, 1, 194, 0
1151, 2, 445, 0
1151, 3, 425, 0
1151, 4, 469, 0
1151, 5, 756, 0
1151, 6, 602, 0
1151, 7, 644, 0
1151, 8, 752, 0
1151, 9, 504, 0
1151, 10, 452, 0
1201, 1, 320, 0
1201, 2, 2715, 0
1201, 3, 532, 0
1201, 4, 475, 0
1201, 5, 460, 0
1201, 6, 706, 0
1201, 7, 615, 0
1201, 8, 480, 0
1201, 9, 573, 0
1201, 10, 449, 0
1251, 1, 250, 0
1251, 2, 410, 0
1251, 3, 440, 0
1251, 4, 531, 0
1251, 5, 531, 0
1251, 6, 515, 0
1251, 7, 498, 0
1251, 8, 648, 0
1251, 9, 460, 0
1251, 10, 442, 0
1301, 1, 206, 0
1301, 2, 407, 0
1301, 3, 627, 0
1301, 4, 558, 0
1301, 5, 582, 0
1301, 6, 618, 0
1301, 7, 536, 0
1301, 8, 457, 0
1301, 9, 493, 0
1301, 10, 467, 0
1351, 1, 241, 0
1351, 2, 522, 0
1351, 3, 424, 0
1351, 4, 450, 0
1351, 5, 421, 0
1351, 6, 492, 0
1351, 7, 837, 0
1351, 8, 704, 0
1351, 9, 492, 0
1351, 10, 486, 0
1401, 1, 216, 0
1401, 2, 1123, 0
1401, 3, 615, 0
1401, 4, 588, 0
1401, 5, 472, 0
1401, 6, 526, 0
1401, 7, 440, 0
1401, 8, 419, 0
1401, 9, 413, 0
1401, 10, 437, 0
1451, 1, 252, 0
1451, 2, 426, 0
1451, 3, 392, 0
1451, 4, 732, 0
1451, 5, 588, 0
1451, 6, 561, 0
1451, 7, 457, 0
1451, 8, 541, 0
1451, 9, 452, 0
1451, 10, 372, 0
1501, 1, 194, 0
1501, 2, 427, 0
1501, 3, 622, 0
1501, 4, 463, 0
1501, 5, 407, 0
1501, 6, 448, 0
1501, 7, 452, 0
1501, 8, 564, 0
1501, 9, 472, 0
1501, 10, 400, 0
1551, 1, 238, 0
1551, 2, 456, 0
1551, 3, 535, 0
1551, 4, 479, 0
1551, 5, 428, 0
1551, 6, 398, 0
1551, 7, 587, 0
1551, 8, 423, 0
1551, 9, 409, 0
1551, 10, 534, 0
1601, 1, 230, 0
1601, 2, 425, 0
1601, 3, 453, 0
1601, 4, 408, 0
1601, 5, 426, 0
1601, 6, 779, 0
1601, 7, 396, 0
1601, 8, 396, 0
1601, 9, 423, 0
1601, 10, 471, 0
1651, 1, 204, 0
1651, 2, 446, 0
1651, 3, 376, 0
1651, 4, 389, 0
1651, 5, 469, 0
1651, 6, 388, 0
1651, 7, 390, 0
