49, 1, 366717, 49
49, 2, 332177, 49
49, 3, 369495, 49
49, 4, 384239, 49
49, 5, 376647, 49
49, 6, 352535, 49
49, 7, 369259, 49
49, 8, 394176, 49
49, 9, 406708, 49
49, 10, 249421, 49
97, 1, 883302, 97
97, 2, 849707, 97
97, 3, 1107553, 97
97, 4, 874403, 97
97, 5, 881715, 97
97, 6, 1177049, 97
97, 7, 849684, 97
97, 8, 890101, 97
97, 9, 865092, 97
97, 10, 891920, 97
145, 1, 1974485, 145
145, 2, 1887821, 145
145, 3, 1968854, 145
145, 4, 1867119, 145
145, 5, 2032941, 145
145, 6, 1902531, 145
145, 7, 1774629, 145
145, 8, 1582320, 145
145, 9, 1183175, 145
145, 10, 1145651, 145
193, 1, 2115041, 193
193, 2, 1996031, 193
193, 3, 2064892, 193
193, 4, 2187803, 193
193, 5, 2050300, 193
193, 6, 2199759, 193
193, 7, 2320543, 193
193, 8, 2070396, 193
193, 9, 2208319, 193
193, 10, 1989013, 193
241, 1, 4944652, 241
241, 2, 4894538, 241
241, 3, 5160575, 241
241, 4, 4985197, 241
241, 5, 4778210, 241
241, 6, 4893637, 241
241, 7, 4793290, 241
241, 8, 23107514, 241
241, 9, 4824172, 241
241, 10, 5003082, 241
289, 1, 4257215, 289
289, 2, 4157809, 289
289, 3, 4073028, 289
289, 4, 4154149, 289
289, 5, 4216081, 289
289, 6, 4193960, 289
289, 7, 4261082, 289
289, 8, 4262489, 289
289, 9, 4142189, 289
289, 10, 4197093, 289
337, 1, 5292337, 337
337, 2, 5560998, 337
337, 3, 5882775, 337
337, 4, 5685382, 337
337, 5, 6052797, 337
337, 6, 5676242, 337
337, 7, 5733102, 337
337, 8, 5674132, 337
337, 9, 5826914, 337
337, 10, 5683180, 337
385, 1, 7454986, 385
385, 2, 7979884, 385
385, 3, 8344117, 385
385, 4, 15101368, 385
385, 5, 7528637, 385
385, 6, 7763423, 385
385, 7, 7645610, 385
385, 8, 8347863, 385
385, 9, 7617903, 385
385, 10, 7733575, 385
433, 1, 9297464, 433
433, 2, 9832532, 433
433, 3, 10136164, 433
433, 4, 8997476, 433
433, 5, 9133263, 433
433, 6, 9580935, 433
433, 7, 9058678, 433
433, 8, 9167604, 433
433, 9, 8894747, 433
433, 10, 8922779, 433
481, 1, 11463972, 481
481, 2, 11482943, 481
481, 3, 11670448, 481
481, 4, 11604513, 481
481, 5, 12314542, 481
481, 6, 11917284, 481
481, 7, 14066817, 481
481, 8, 12694859, 481
481, 9, 12794889, 481
481, 10, 12492485, 481
529, 1, 15095777, 529
529, 2, 17604704, 529
529, 3, 14648472, 529
529, 4, 14498095, 529
529, 5, 14162035, 529
529, 6, 13970339, 529
529, 7, 13683369, 529
529, 8, 13783456, 529
529, 9, 14252911, 529
529, 10, 14084520, 529
577, 1, 17537313, 577
577, 2, 17708818, 577
577, 3, 18597222, 577
577, 4, 18496737, 577
577, 5, 18187359, 577
577, 6, 20117166, 577
577, 7, 17589480, 577
577, 8, 17696916, 577
577, 9, 16481836, 577
577, 10, 16562408, 577
625, 1, 19230378, 625
625, 2, 20833349, 625
625, 3, 20872385, 625
625, 4, 21165846, 625
625, 5, 21328085, 625
625, 6, 20516843, 625
625, 7, 21659274, 625
625, 8, 20701701, 625
625, 9, 21614565, 625
625, 10, 19039727, 625
673, 1, 28283226, 673
673, 2, 22657314, 673
673, 3, 23469756, 673
673, 4, 22980674, 673
673, 5, 23286934, 673
673, 6, 23241779, 673
673, 7, 23111482, 673
673, 8, 22480945, 673
673, 9, 21368633, 673
673, 10, 20833332, 673
721, 1, 24525027, 721
721, 2, 25551923, 721
721, 3, 26811952, 721
721, 4, 26972314, 721
721, 5, 26981099, 721
721, 6, 24769244, 721
721, 7, 25380149, 721
721, 8, 24344595, 721
721, 9, 23995545, 721
721, 10, 24068519, 721
769, 1, 30354184, 769
769, 2, 30314298, 769
769, 3, 30851027, 769
769, 4, 28983135, 769
769, 5, 33663261, 769
769, 6, 32623997, 769
769, 7, 38084870, 769
769, 8, 33261685, 769
769, 9, 29189485, 769
769, 10, 29927258, 769
817, 1, 48556265, 817
817, 2, 47258430, 817
817, 3, 51379329, 817
817, 4, 52444816, 817
817, 5, 49943108, 817
817, 6, 48635287, 817
817, 7, 47199328, 817
817, 8, 51776714, 817
817, 9, 52498699, 817
817, 10, 49330319, 817
865, 1, 54665546, 865
865, 2, 57925005, 865
865, 3, 56663945, 865
865, 4, 54336228, 865
865, 5, 53386892, 865
865, 6, 57816642, 865
865, 7, 59046495, 865
865, 8, 54984174, 865
865, 9, 54810127, 865
865, 10, 55869674, 865
913, 1, 61721799, 913
913, 2, 58679884, 913
913, 3, 59377948, 913
913, 4, 56560602, 913
913, 5, 55697588, 913
913, 6, 58263657, 913
913, 7, 60301668, 913
913, 8, 55272369, 913
913, 9, 56820131, 913
913, 10, 58854876, 913
961, 1, 61192088, 961
961, 2, 64738012, 961
961, 3, 62598096, 961
961, 4, 60634808, 961
961, 5, 64824673, 961
961, 6, 64227993, 961
961, 7, 60849613, 961
961, 8, 61008082, 961
961, 9, 63691123, 961
961, 10, 89233653, 961
1009, 1, 69785408, 1009
1009, 2, 71152176, 1009
1009, 3, 68175038, 1009
1009, 4, 67382653, 1009
1009, 5, 71920021, 1009
1009, 6, 70248615, 1009
1009, 7, 67472164, 1009
1009, 8, 69134135, 1009
1009, 9, 71257955, 1009
1009, 10, 68494410, 1009
1057, 1, 76832364, 1057
1057, 2, 76687979, 1057
1057, 3, 73313185, 1057
1057, 4, 101417821, 1057
1057, 5, 78501354, 1057
1057, 6, 76581102, 1057
1057, 7, 79693957, 1057
1057, 8, 82005432, 1057
1057, 9, 76550581, 1057
1057, 10, 79956958, 1057
1105, 1, 80120993, 1105
1105, 2, 83926785, 1105
1105, 3, 84962926, 1105
1105, 4, 80313723, 1105
1105, 5, 83675131, 1105
1105, 6, 84967626, 1105
1105, 7, 80277198, 1105
1105, 8, 84047066, 1105
1105, 9, 89994322, 1105
1105, 10, 81456673, 1105
1153, 1, 99249506, 1153
1153, 2, 87525422, 1153
1153, 3, 90681666, 1153
1153, 4, 89832401, 1153
1153, 5, 87352589, 1153
1153, 6, 91620112, 1153
1153, 7, 89253735, 1153
1153, 8, 87583889, 1153
1153, 9, 91825791, 1153
1153, 10, 88052166, 1153
1201, 1, 101558272, 1201
1201, 2, 94797022, 1201
1201, 3, 99610868, 1201
1201, 4, 97157091, 1201
1201, 5, 95470813, 1201
1201, 6, 129456797, 1201
1201, 7, 94915827, 1201
1201, 8, 100172281, 1201
1201, 9, 96957889, 1201
1201, 10, 98146736, 1201
1249, 1, 102705730, 1249
1249, 2, 108035657, 1249
1249, 3, 102770458, 1249
1249, 4, 107067894, 1249
1249, 5, 105069657, 1249
1249, 6, 103471107, 1249
1249, 7, 109144965, 1249
1249, 8, 102624581, 1249
1249, 9, 174204567, 1249
1249, 10, 102932254, 1249
1297, 1, 110976704, 1297
1297, 2, 115320475, 1297
1297, 3, 110881457, 1297
1297, 4, 116753530, 1297
1297, 5, 113190574, 1297
1297, 6, 115691277, 1297
1297, 7, 113347115, 1297
1297, 8, 111324018, 1297
1297, 9, 117827747, 1297
1297, 10, 110732923, 1297
1345, 1, 119898744, 1345
1345, 2, 126573077, 1345
1345, 3, 119231589, 1345
1345, 4, 126647547, 1345
1345, 5, 119197873, 1345
1345, 6, 126485112, 1345
1345, 7, 119594429, 1345
1345, 8, 126978791, 1345
1345, 9, 118990665, 1345
1345, 10, 126018985, 1345
1393, 1, 175389224, 1393
1393, 2, 132427140, 1393
1393, 3, 131126187, 1393
1393, 4, 132736792, 1393
1393, 5, 129776074, 1393
1393, 6, 133185853, 1393
1393, 7, 128015802, 1393
1393, 8, 133117512, 1393
1393, 9, 127366937, 1393
1393, 10, 133332247, 1393
1441, 1, 194431127, 1441
1441, 2, 148075192, 1441
1441, 3, 143576236, 1441
1441, 4, 149560287, 1441
1441, 5, 137602011, 1441
1441, 6, 144846487, 1441
1441, 7, 137282829, 1441
1441, 8, 140293839, 1441
1441, 9, 141525276, 1441
1441, 10, 139555882, 1441
1489, 1, 146346018, 1489
1489, 2, 225153478, 1489
1489, 3, 152359544, 1489
1489, 4, 146023263, 1489
1489, 5, 154122556, 1489
1489, 6, 150702416, 1489
1489, 7, 150059472, 1489
1489, 8, 151975943, 1489
1489, 9, 145915824, 1489
1489, 10, 154620262, 1489
1537, 1, 156357398, 1537
1537, 2, 164371095, 1537
1537, 3, 168768181, 1537
1537, 4, 157791909, 1537
1537, 5, 162266037, 1537
1537, 6, 154904648, 1537
1537, 7, 158679307, 1537
1537, 8, 160709775, 1537
1537, 9, 155111962, 1537
1537, 10, 164197784, 1537
1585, 1, 165324293, 1585
1585, 2, 173329712, 1585
1585, 3, 206702561, 1585
1585, 4, 165416569, 1585
1585, 5, 168835511, 1585
1585, 6, 171843302, 1585
1585, 7, 165237869, 1585
1585, 8, 169048560, 1585
1585, 9, 172085395, 1585
1585, 10, 165857474, 1585
1633, 1, 184988798, 1633
1633, 2, 243014090, 1633
1633, 3, 181813549, 1633
1633, 4, 175332133, 1633
1633, 5, 180366073, 1633
1633, 6, 182420135, 1633
1633, 7, 175636309, 1633
1633, 8, 178311743, 1633
1633, 9, 185034382, 1633
1633, 10, 181447257, 1633
1681, 1, 208936492, 1681
1681, 2, 196040718, 1681
1681, 3, 193690087, 1681
1681, 4, 186483418, 1681
1681, 5, 187254462, 1681
1681, 6, 196827526, 1681
1681, 7, 192829745, 1681
1681, 8, 186081156, 1681
1681, 9, 187124365, 1681
1681, 10, 251885259, 1681
1729, 1, 206910758, 1729
1729, 2, 199404458, 1729
1729, 3, 201834113, 1729
1729, 4, 211549894, 1729
1729, 5, 207091605, 1729
1729, 6, 199012365, 1729
1729, 7, 201530888, 1729
1729, 8, 237169866, 1729
1729, 9, 219382963, 1729
1729, 10, 216613280, 1729
1777, 1, 212040463, 1777
1777, 2, 222308073, 1777
1777, 3, 220319842, 1777
1777, 4, 218464687, 1777
1777, 5, 210387524, 1777
1777, 6, 213812946, 1777
1777, 7, 277826936, 1777
1777, 8, 221280374, 1777
1777, 9, 220233768, 1777
1777, 10, 218072073, 1777
1825, 1, 222270696, 1825
1825, 2, 227187540, 1825
