5, 1, 793, 0
5, 2, 890, 0
5, 3, 1278, 0
5, 4, 975, 0
5, 5, 930, 0
5, 6, 708, 0
5, 7, 1074, 0
5, 8, 798, 0
5, 9, 683, 0
5, 10, 739, 0
9, 1, 267, 0
9, 2, 776, 0
9, 3, 601, 0
9, 4, 684, 0
9, 5, 675, 0
9, 6, 758, 0
9, 7, 622, 0
9, 8, 787, 0
9, 9, 713, 0
9, 10, 722, 0
13, 1, 295, 0
13, 2, 1753, 0
13, 3, 819, 0
13, 4, 1464, 0
13, 5, 700, 0
13, 6, 1697, 0
13, 7, 742, 0
13, 8, 671, 0
13, 9, 616, 0
13, 10, 597, 0
17, 1, 297, 0
17, 2, 693, 0
17, 3, 732, 0
17, 4, 601, 0
17, 5, 726, 0
17, 6, 672, 0
17, 7, 676, 0
17, 8, 655, 0
17, 9, 825, 0
17, 10, 708, 0
21, 1, 267, 0
21, 2, 670, 0
21, 3, 717, 0
21, 4, 798, 0
21, 5, 660, 0
21, 6, 778, 0
21, 7, 685, 0
21, 8, 613, 0
21, 9, 620, 0
21, 10, 798, 0
